c,X,beta,epsilon,curvature,fee_fraction,c_initial,c_later,derivative_fee_fraction,finite_difference,high_precision_derivative,finite_difference_error,double_solver_fee_error
0.4,10.0,0.96,0.01,1.2142857142857142,0.009506506046150049,0.39686778131992806,0.40013115957503154,-6.411696450524063e-05,-6.411696450524063e-05,-0.0000641169645052406242142892292944670077390425396,9.31857886383487e-30,1.609823385706477e-15
3.0,75.0,0.96,0.01,0.75,0.009507463606192305,2.9620880532847527,3.001587529083889,0.00012076298192963085,0.00012076298192963085,0.000120762981929630851770730233769271701229514659,2.19743173463061e-29,9.64783808399261e-14
