gamma,common_return,fee_fraction
2.0,1.047691823899371,0.08362016289625665
2.0,1.047811320754717,0.08360912180678962
2.0,1.0479308176100628,0.08359808788762119
2.0,1.0480503144654087,0.08358706113171564
2.0,1.0481698113207547,0.08357604153204541
2.0,1.0482893081761007,0.08356502908159424
2.0,1.0484088050314466,0.08355402377335368
2.0,1.0485283018867924,0.08354302560032419
2.0,1.0486477987421383,0.08353203455551718
2.0,1.0487672955974843,0.08352105063195146
2.0,1.0488867924528302,0.08351007382265521
2.0,1.0490062893081762,0.08349910412066594
2.0,1.049125786163522,0.0834881415190313
2.0,1.0492452830188679,0.08347718601080639
2.0,1.0493647798742138,0.08346623758905602
2.0,1.0494842767295598,0.083455296246854
2.0,1.0496037735849058,0.08344436197728389
2.0,1.0497232704402515,0.08343343477343704
2.0,1.0498427672955974,0.08342251462841381
2.0,1.0499622641509434,0.08341160153532509
2.0,1.0500817610062894,0.08340069548728958
2.0,1.0502012578616353,0.08338979647743498
2.0,1.050320754716981,0.08337890449889832
2.0,1.050440251572327,0.08336801954482452
2.0,1.050559748427673,0.08335714160836977
2.0,1.050679245283019,0.08334627068269616
2.0,1.0507987421383649,0.08333540676097673
2.0,1.0509182389937106,0.08332454983639269
2.0,1.0510377358490566,0.08331369990213472
2.0,1.0511572327044025,0.08330285695140123
2.0,1.0512767295597485,0.0832920209774001
2.0,1.0513962264150942,0.08328119197334816
2.0,1.0515157232704402,0.08327036993247126
2.0,1.0516352201257861,0.08325955484800274
2.0,1.051754716981132,0.08324874671318679
2.0,1.051874213836478,0.0832379455212736
2.0,1.0519937106918238,0.08322715126552505
2.0,1.0521132075471697,0.08321636393921006
2.0,1.0522327044025157,0.08320558353560661
2.0,1.0523522012578617,0.08319481004800126
2.0,1.0524716981132076,0.08318404346968963
2.0,1.0525911949685534,0.08317328379397555
2.0,1.0527106918238993,0.08316253101417187
2.0,1.0528301886792453,0.08315178512359929
2.0,1.0529496855345912,0.0831410461155891
2.0,1.0530691823899372,0.08313031398347813
2.0,1.053188679245283,0.08311958872061531
2.0,1.0533081761006289,0.0831088703203555
2.0,1.0534276729559748,0.08309815877606333
2.0,1.0535471698113208,0.083087454081111
2.0,1.0536666666666668,0.08307675622888118
2.0,1.0537861635220125,0.08306606521276334
2.0,1.0539056603773584,0.0830553810261563
2.0,1.0540251572327044,0.08304470366246638
2.0,1.0541446540880504,0.08303403311511014
2.0,1.0542641509433963,0.08302336937751077
2.0,1.054383647798742,0.08301271244310097
2.0,1.054503144654088,0.08300206230532164
2.0,1.054622641509434,0.08299141895762278
2.0,1.05474213836478,0.08298078239346066
2.0,1.0548616352201259,0.08297015260630294
2.0,1.0549811320754716,0.08295952958962442
2.0,1.0551006289308176,0.08294891333690695
2.0,1.0552201257861635,0.08293830384164226
2.0,1.0553396226415095,0.0829277010973307
2.0,1.0554591194968554,0.08291710509747935
2.0,1.0555786163522012,0.08290651583560556
2.0,1.0556981132075471,0.08289593330523332
2.0,1.055817610062893,0.08288535749989612
2.0,1.055937106918239,0.08287478841313534
2.0,1.056056603773585,0.08286422603850023
2.0,1.0561761006289307,0.08285367036954873
2.0,1.0562955974842767,0.08284312139984747
2.0,1.0564150943396227,0.08283257912296976
2.0,1.0565345911949686,0.0828220435324992
2.0,1.0566540880503146,0.08281151462202609
2.0,1.0567735849056603,0.08280099238514904
2.0,1.0568930817610063,0.08279047681547609
2.0,1.0570125786163522,0.08277996790662245
2.0,1.0571320754716982,0.08276946565221083
2.0,1.0572515723270441,0.08275897004587336
2.0,1.0573710691823899,0.08274848108125053
2.0,1.0574905660377358,0.08273799875198919
2.0,1.0576100628930818,0.08272752305174559
2.0,1.0577295597484278,0.08271705397418395
2.0,1.0578490566037737,0.08270659151297717
2.0,1.0579685534591194,0.08269613566180449
2.0,1.0580880503144654,0.08268568641435466
2.0,1.0582075471698114,0.08267524376432316
2.0,1.0583270440251573,0.08266480770541611
2.0,1.0584465408805033,0.08265437823134524
2.0,1.058566037735849,0.08264395533582977
2.0,1.058685534591195,0.08263353901260001
2.0,1.058805031446541,0.08262312925539145
2.0,1.0589245283018869,0.08261272605794788
2.0,1.0590440251572328,0.08260232941402221
2.0,1.0591635220125786,0.08259193931737487
2.0,1.0592830188679245,0.08258155576177387
2.0,1.0594025157232705,0.0825711787409943
2.0,1.0595220125786164,0.08256080824882202
2.0,1.0596415094339624,0.08255044427904722
2.0,1.0597610062893081,0.0825400868254712
2.0,1.059880503144654,0.08252973588190084
2.0,1.06,0.08251939144215095
